name,age,gender,education,income,country,purchase_frequency,annual_spending,cluster
Shannon Campbell,45,Female,PhD,27374,Turks and Caicos Islands,0.3,6410.61,1
Krista Joyce,40,Male,PhD,49645,Benin,0.4,8192.9,1
Emily Sanders,22,Male,PhD,76912,Russian Federation,0.2,3369.12,1
Charles Williams,41,Male,High School,62252,Senegal,0.3,3933.78,1
Angie Wheeler,30,Male,Master,85087,Slovakia (Slovak Republic),0.6,10352.61,0
Jason Bender,55,Female,Master,58796,Chile,0.1,2193.98,1
Rebecca Johnson DDS,57,Male,Master,45652,Palau,0.9,17354.34,0
Tammy Camacho,53,Male,Master,77634,Korea,0.3,6264.51,1
Taylor Thomas,25,Male,PhD,89489,French Southern Territories,0.9,15727.005,0
Katherine Parrish,53,Female,PhD,61615,Martinique,1.0,25080.75,0
Jacqueline Cross,39,Male,Master,84799,Chile,0.3,5771.985,1
Tiffany Young,51,Male,PhD,38324,Guernsey,0.1,2191.62,1
Tina Griffin,23,Male,Bachelor,34337,Eritrea,0.1,971.685,1
Mrs. Nicole Sutton MD,38,Female,Bachelor,28219,Tokelau,0.1,1641.095,1
Rita Poole,32,Male,Master,70176,Taiwan,0.9,14857.92,0
Robert Scott,57,Female,PhD,47499,Palestinian Territory,0.7,17062.465,0
Ryan Smith,64,Male,Bachelor,94575,Sao Tome and Principe,0.1,1972.875,1
Alyssa Ortega,46,Male,PhD,40115,British Indian Ocean Territory (Chagos Archipelago),0.4,8002.3,1
John Owens,22,Male,Master,56774,Philippines,0.5,6419.35,1
George Golden,46,Female,PhD,84377,Slovenia,0.6,14531.31,0
Lauren Brown,35,Female,PhD,90020,Holy See (Vatican City State),0.6,13500.6,0
Alexis Potts,43,Female,PhD,56741,Congo,0.1,2283.705,1
Theresa Ryan,31,Female,Master,72843,United Kingdom,0.7,13049.505,0
Michael Sullivan,65,Male,Bachelor,82563,French Southern Territories,0.4,7651.26,1
William Richards,28,Male,High School,55478,Andorra,0.9,9696.51,0
Dorothy Allen,50,Male,Bachelor,83564,Lebanon,0.2,3435.64,1
John Little,48,Male,PhD,44076,Israel,0.2,4040.76,1
Scott Ramirez,21,Male,High School,32382,Cayman Islands,1.0,6619.1,0
Adam Frazier,26,Male,Bachelor,67068,Central African Republic,0.6,8612.04,1
Francisco Ramirez,24,Male,PhD,84001,Burkina Faso,0.3,5160.015,1
Alexis Davis,39,Male,Bachelor,98275,Japan,1.0,17913.75,0
Greg Mcgrath,46,Female,High School,38394,Belize,0.7,9743.79,0
Tammy Rojas,24,Male,Bachelor,43321,Congo,0.5,5083.025,1
David Hernandez,35,Female,Bachelor,78404,Bouvet Island (Bouvetoya),0.6,10152.12,0
Matthew Collins,52,Male,High School,71944,Libyan Arab Jamahiriya,0.1,1559.72,1
Jordan Rodriguez,21,Male,Master,77042,Aruba,0.4,5540.84,1
Anthony Norris,39,Female,High School,63019,Luxembourg,0.2,3030.19,1
Janet Reyes,48,Female,Master,52114,Barbados,0.7,13723.99,0
Laura Potter,63,Male,Master,63459,Pitcairn Islands,0.3,6051.885,1
Mr. Jason Conway DDS,23,Female,PhD,20814,Namibia,1.0,16040.7,0
Nathan Wagner,58,Male,Bachelor,93113,Western Sahara,1.0,19655.65,0
Marie Brown,39,Female,High School,71060,Congo,0.5,7776.5,1
Joe Fry,47,Female,High School,73015,Greece,0.1,1565.075,1
Mrs. Cynthia Murphy,47,Male,Bachelor,59397,Cook Islands,0.6,9581.91,0
Evan Carter,37,Male,PhD,78285,Saint Pierre and Miquelon,0.1,2191.425,1
Betty Frazier,56,Female,Bachelor,74277,Azerbaijan,0.1,2071.385,1
Leslie May,37,Male,Bachelor,30257,Belarus,0.7,10158.995,0
Charles Johns,50,Female,Bachelor,75070,Zimbabwe,0.6,11252.1,0
Patricia Horn,26,Female,Bachelor,30804,Venezuela,0.2,2908.04,1
Kimberly Burke,33,Male,Bachelor,82700,Guinea,0.4,6054.0,1
Jennifer Leach,19,Female,Master,54643,Singapore,0.6,8839.29,1
Sarah Cortez,55,Female,PhD,88051,French Southern Territories,0.1,2640.255,1
Patrick Hernandez,37,Female,PhD,49206,Sri Lanka,0.8,17968.24,0
Justin Perkins,18,Female,Master,48098,Ethiopia,1.0,14404.9,0
Ryan Davis,40,Female,Bachelor,43207,Papua New Guinea,0.5,8580.175,1
Michael Scott,30,Male,Master,69542,Antigua and Barbuda,0.3,4943.13,1
Barbara Blanchard,37,Female,Bachelor,73179,Egypt,0.1,1865.895,1
Christina Morris,60,Male,Bachelor,71161,Azerbaijan,0.7,12990.635,0
Kelly Morales DDS,23,Male,Bachelor,90214,Morocco,0.2,2502.14,1
Andrea Harrison,31,Female,PhD,93124,Zambia,1.0,22656.2,0
Andrea Thomas,24,Male,Bachelor,99376,Slovakia (Slovak Republic),1.0,12968.8,0
Jeffrey Reilly,56,Male,PhD,54101,Austria,0.4,9082.02,1
David Hood,52,Male,PhD,29603,Denmark,0.1,2148.015,1
Douglas Gonzales,59,Male,Bachelor,42457,Togo,0.8,13698.28,0
Sylvia Hughes,60,Male,Master,95351,Trinidad and Tobago,1.0,21767.55,0
Jeffrey Levy,23,Male,Master,91482,Madagascar,0.1,1457.41,1
Eric Gray,57,Female,Master,91637,Sierra Leone,0.4,9432.74,1
Tyler Burton,55,Female,High School,95225,Niue,0.7,13132.875,0
Amy Butler,40,Male,Master,56694,Guinea-Bissau,0.6,10700.82,0
Sarah Williams,24,Female,Bachelor,66151,Heard Island and McDonald Islands,0.1,1330.755,1
Melvin Johnson,64,Male,PhD,21110,Ireland,0.7,14738.85,0
Melissa Fisher,32,Female,PhD,58522,India,0.1,2092.61,1
Victoria Smith,29,Female,High School,21794,Tokelau,0.1,1108.97,1
Barbara Murphy,23,Male,PhD,70287,Saint Vincent and the Grenadines,1.0,16514.35,0
Wanda Ward,29,Male,High School,23907,Sierra Leone,0.1,919.535,1
Joshua Ross,43,Female,Master,42434,Barbados,0.7,13385.19,0
Danielle Clay,19,Female,PhD,87998,Netherlands Antilles,0.4,7759.96,1
Candice Chase,50,Female,Bachelor,24226,Malaysia,0.7,11347.91,0
Andrea Reeves,49,Male,Bachelor,64340,Liberia,0.8,12973.6,0
Cynthia Nunez,64,Male,Bachelor,47834,Angola,0.1,1739.17,1
John Osborne,30,Male,Master,62407,Kiribati,0.6,9672.21,0
Deborah Crawford,64,Female,Bachelor,43658,Antarctica (the territory South of 60 deg S),1.0,19182.9,0
Mike Campbell,64,Female,Master,27243,Turks and Caicos Islands,0.7,14253.505,0
Cathy Campos,25,Female,Bachelor,69806,Myanmar,0.4,5396.12,1
Mikayla Foster,44,Female,Bachelor,93412,Thailand,0.8,15736.48,0
Michael Owens,57,Female,High School,88787,Mongolia,0.4,7375.74,1
Timothy Miller,31,Female,PhD,49392,Korea,1.0,20469.6,0
Deborah Martinez,64,Male,High School,40091,Sudan,0.3,4201.365,1
Natalie Bell,37,Male,Master,34914,Oman,0.3,5023.71,1
Kimberly Duncan,57,Male,PhD,53608,Togo,0.1,2268.04,1
Gregory Gonzalez,41,Male,High School,87512,Brunei Darussalam,0.4,5750.24,1
James Allen,63,Female,Master,74625,Malaysia,0.1,2273.125,1
Lauren Taylor,33,Female,Bachelor,64200,Libyan Arab Jamahiriya,0.2,3242.0,1
Jennifer Liu,62,Female,PhD,68641,Peru,0.5,12716.025,0
Krystal Mitchell,21,Female,High School,67077,Cape Verde,0.5,5176.925,1
Miss Jessica Ramirez,30,Female,Bachelor,51612,United States of America,0.4,6232.24,1
Renee Reid,30,Female,High School,90114,Oman,0.5,7252.85,1
Jennifer Moore,60,Male,Master,71206,Sweden,0.1,2056.03,1
Megan Proctor,52,Male,PhD,34355,Bahamas,0.5,10858.875,0
Amy Knight,63,Male,Master,31248,Azerbaijan,0.2,3712.48,1
Darren Wilson,50,Female,Master,43523,Spain,0.3,5752.845,1
Jesse Williams,25,Female,Master,42802,Sweden,0.8,11312.08,0
Gregory Mccarthy,36,Male,Bachelor,30182,Rwanda,0.8,11607.28,0
Ann Kent,30,Female,PhD,55201,Afghanistan,0.6,12456.03,0
Johnny Hall,24,Male,PhD,66037,Central African Republic,0.9,14671.665,0
David Thompson,26,Male,PhD,72566,Yemen,0.8,15702.64,0
Morgan Caldwell,38,Female,PhD,38475,Saint Kitts and Nevis,0.5,10961.875,1
Mark Peterson,20,Female,High School,80763,Portugal,1.0,11038.15,0
Veronica Garcia,29,Male,High School,71628,Tuvalu,0.4,4632.56,1
Allison Gonzalez,36,Male,PhD,96477,Fiji,0.5,11411.925,0
Ernest Christensen,52,Male,High School,72988,Algeria,0.7,10954.58,0
Kenneth Ballard,51,Female,Bachelor,52164,Maldives,0.3,5882.46,1
Tyler Wallace,59,Male,High School,90162,Djibouti,1.0,16508.1,0
Christopher Chapman,27,Female,Master,83622,Bahamas,0.9,17262.99,0
Maria Morse,33,Female,Bachelor,98404,Chile,1.0,17920.2,0
Dr. Emily Clark,29,Female,Bachelor,22852,Congo,0.6,8485.56,1
Carolyn Simon,27,Male,Master,99484,South Africa,0.4,7189.68,1
Anne Larson,24,Male,PhD,88549,Brazil,1.0,17427.45,0
Brent Chapman,62,Female,Master,63928,Mongolia,1.0,22196.4,0
Joshua Carey,23,Male,High School,72951,French Guiana,0.5,4323.775,1
Chelsea Miller,50,Female,Bachelor,97108,Myanmar,0.6,11913.24,0
Sara White,34,Male,PhD,36687,Serbia,0.1,1783.435,1
Lisa Velasquez,60,Male,PhD,56832,Netherlands,0.6,13704.96,0
Brent Mccoy,34,Female,High School,64992,New Caledonia,0.6,7949.76,1
Aimee Morrison,58,Male,Master,67452,Burundi,0.6,12223.56,0
Crystal Hughes,63,Female,Bachelor,22283,Puerto Rico,0.7,12679.905,0
Amy Kennedy,58,Female,PhD,99016,Holy See (Vatican City State),0.1,2695.08,1
Stephanie Davis,52,Male,Master,23171,Saint Martin,0.7,12710.985,0
Theresa Lambert,27,Male,Bachelor,26649,Afghanistan,0.9,11099.205,0
Sandra Shea,36,Male,Master,51774,Nigeria,1.0,17588.7,0
Thomas Savage,23,Male,PhD,61600,Azerbaijan,0.5,8040.0,1
Charles Simon,19,Male,PhD,56048,Reunion,0.7,11061.68,0
Michael Jones,31,Male,PhD,21424,Belgium,0.3,5121.36,1
Melissa Horn,18,Male,High School,32036,Guyana,0.6,3961.08,1
James Allen,21,Male,Bachelor,85062,Pakistan,0.5,6126.55,1
Robert Macias DVM,37,Female,Master,85161,Vietnam,1.0,21258.05,0
James Love,50,Male,Bachelor,37027,Aruba,0.4,5940.54,1
Angela Long,32,Male,Bachelor,33833,Switzerland,0.1,1269.165,1
Kimberly Blackwell,56,Male,PhD,79396,Korea,0.8,19175.84,0
Hector Moyer,43,Male,Master,88436,Poland,0.4,7768.72,1
Edward Martin,26,Female,Master,72673,Denmark,1.0,18633.65,0
Mrs. Helen Sanchez,51,Male,PhD,94796,Uganda,1.0,24739.8,0
Daniel Schultz,33,Female,Master,92967,Tonga,0.5,9824.175,1
Reginald Livingston,65,Male,Master,95144,Malaysia,0.5,10878.6,0
Joseph Jones,62,Female,PhD,78546,Guadeloupe,0.2,5185.46,1
William Bell,55,Female,Master,29992,Ireland,0.7,14349.72,0
Nancy Collins,39,Male,High School,63133,United Arab Emirates,1.0,13156.65,0
Joseph Hess,24,Male,High School,22397,Martinique,0.1,611.985,1
Brooke Carter,37,Female,High School,87741,Sri Lanka,0.1,1638.705,1
Justin Blanchard,49,Male,Master,87463,Namibia,0.5,9686.575,0
Jason Allen,34,Male,PhD,99090,Zimbabwe,0.8,16763.6,0
Heather Hansen,48,Female,Master,21952,Somalia,1.0,18097.6,0
Alan Arias MD,56,Female,High School,64790,Antarctica (the territory South of 60 deg S),0.2,3447.9,1
Brittany Ramsey,27,Female,PhD,54374,Antigua and Barbuda,0.6,12431.22,0
George Flores,35,Male,Bachelor,92243,Uganda,0.8,12489.72,0
Francisco Obrien,47,Female,PhD,32318,Djibouti,0.2,4323.18,1
Jillian Hoffman,61,Male,High School,52896,Azerbaijan,0.6,8786.88,0
Nathan Jones,39,Female,High School,70317,Algeria,0.6,9309.51,0
James James,29,Female,PhD,25808,Malta,0.9,17361.36,0
Lisa Davis,50,Female,Master,55406,Sri Lanka,1.0,19770.3,0
Gregory Taylor,58,Female,High School,65749,Georgia,0.1,1728.745,1
Adam Ruiz,46,Male,Master,58611,Syrian Arab Republic,0.5,8965.275,1
Angela Thompson,49,Male,PhD,40678,Maldives,0.4,8013.56,1
Christopher Cooper,40,Male,High School,26247,Luxembourg,0.7,7918.645,0
Alexandra Nichols,46,Female,High School,62523,Kuwait,0.1,1512.615,1
James Ewing,61,Male,PhD,52773,San Marino,0.4,9055.46,1
Deborah Yu,62,Male,PhD,33460,Holy See (Vatican City State),0.7,15171.1,0
Debra Thomas,53,Male,Master,33722,Burundi,0.3,5605.83,1
Cindy Singh,21,Male,Master,75457,New Zealand,0.9,12395.565,0
Danny Lutz,60,Female,High School,63714,Vietnam,0.8,13748.56,0
Emily Campbell,55,Female,Master,63828,Puerto Rico,0.4,8876.56,1
Dr. Ashley Lopez,21,Male,PhD,88592,Nigeria,0.1,1742.96,1
Gary Jones,61,Female,Master,25588,French Guiana,0.9,18251.46,0
Cameron Daniels,30,Male,Bachelor,23947,French Polynesia,0.9,10977.615,0
Natasha Bennett,38,Male,Bachelor,94979,Tokelau,0.8,14199.16,0
Elizabeth Harris,52,Female,PhD,43552,Andorra,0.8,19342.08,0
Jordan Harper,34,Male,High School,67276,Guatemala,0.5,5681.9,1
Michelle Nichols,65,Female,Master,50017,Azerbaijan,0.7,15050.595,0
James Lopez,18,Male,High School,37793,Nigeria,1.0,6889.65,0
David Bennett,39,Male,High School,25449,Algeria,0.9,10145.205,0
John Lowery,28,Male,High School,38291,Jordan,0.3,2974.365,1
Wendy Norman,53,Male,PhD,70979,Sao Tome and Principe,0.1,2354.895,1
Jacob Rios,41,Female,Master,93859,Norfolk Island,0.1,2169.295,1
Shannon Page,33,Male,Master,68148,Netherlands,0.6,9844.44,0
Eric Powers,23,Female,Master,28482,Poland,0.7,9396.87,0
Rodney Mejia,30,Female,Master,39701,Iraq,0.4,6794.02,1
Maria Jackson,51,Male,Bachelor,86267,Malaysia,0.2,3862.67,1
Glenn Davis,38,Male,Bachelor,66881,Fiji,0.5,8172.025,1
Daniel Hunt,47,Female,PhD,44238,Cocos (Keeling) Islands,0.7,15548.33,0
Michelle Roman,44,Female,High School,61578,Slovenia,0.3,4523.67,1
Bonnie Hansen,34,Male,Master,78670,Dominican Republic,0.2,3386.7,1
Renee Jackson,41,Female,Master,66114,Palestinian Territory,0.3,6091.71,1
Stephen Morrow,44,Male,Bachelor,40671,San Marino,1.0,15033.55,0
Luis Shaw,47,Female,Bachelor,20206,Cook Islands,0.6,9606.18,0
Roger Martin,26,Male,PhD,73630,Peru,1.0,19681.5,0
Blake Sanchez,24,Male,PhD,57931,Croatia,1.0,15896.55,0
Veronica Sellers,62,Male,PhD,20403,Tanzania,1.0,21020.15,0
Lisa Hendrix,32,Female,PhD,84710,Cape Verde,1.0,22235.5,0
Jonathan Dorsey,45,Female,PhD,28001,Ghana,0.5,10700.025,1
Cassandra Watson,29,Male,Master,35972,Saint Martin,0.9,13318.74,0
Logan Reynolds,57,Female,Bachelor,95396,Bermuda,0.7,15238.86,0
Cindy Pena,32,Male,Master,22330,Timor-Leste,0.8,11293.2,0
Rickey Hernandez,38,Female,Master,86587,Lesotho,0.4,8531.74,1
Julie Knox,37,Male,PhD,38010,New Zealand,0.5,9950.25,1
Margaret Tran,31,Female,High School,57605,Vietnam,1.0,12880.25,0
Tonya Arnold,45,Male,High School,48924,Malawi,1.0,12446.2,0
Derek Larson,42,Male,Master,95660,Mauritius,0.9,17804.7,0
Taylor Williams,30,Male,PhD,94002,Belarus,0.8,16560.08,0
Robert Keith,41,Female,Bachelor,24034,British Virgin Islands,1.0,16201.7,0
Ryan Smith,43,Female,Master,60588,Netherlands Antilles,0.3,6008.82,1
Jonathon Holder,36,Female,Master,72059,Antarctica (the territory South of 60 deg S),1.0,20602.95,0
Kathryn Silva,33,Female,Bachelor,43961,Malaysia,0.8,12158.44,0
Charles Jimenez,47,Male,PhD,46541,Thailand,0.9,18294.345,0
Linda Bennett,36,Female,High School,60515,Reunion,0.5,7512.875,1
Bonnie Odom,28,Male,Bachelor,60282,Guinea,0.3,4204.23,1
James Mckee,28,Female,Bachelor,95620,Switzerland,1.0,17781.0,0
Lisa Stone,28,Male,High School,36579,Kuwait,0.5,4914.475,1
Douglas Scott,54,Female,Master,44343,Swaziland,0.1,2121.715,1
Kelly Fuller,35,Female,High School,74219,Lebanon,0.5,6855.475,1
Morgan Norman,39,Female,High School,92706,Malawi,0.9,14971.77,0
Diane Singh,21,Male,Master,75594,Belize,1.0,13779.7,0
Daniel Powell,48,Female,Bachelor,35639,Costa Rica,0.7,11747.365,0
Lauren Fisher,44,Male,Master,91499,Iceland,0.6,11744.97,0
Jeanne Perez,64,Male,High School,21213,Angola,0.3,3918.195,1
Brenda Long,42,Female,High School,68834,Malawi,0.6,9265.02,0
Briana Moore,51,Female,High School,33767,Greece,1.0,15688.35,0
Heidi Lozano,53,Male,Bachelor,62304,Honduras,0.9,16303.68,0
Linda Day,43,Male,High School,30880,Guyana,0.1,1154.4,1
Christopher Jones,58,Female,Bachelor,73963,French Polynesia,1.0,20698.15,0
Molly Rodriguez,62,Male,PhD,47156,Lesotho,0.6,13414.68,0
James Hall,23,Male,Bachelor,55825,Mozambique,0.4,4316.5,1
Ryan Acevedo,60,Male,Bachelor,70421,Kenya,0.7,12964.735,0
Robin Huynh,30,Male,High School,88458,Antigua and Barbuda,0.5,6211.45,1
Mark Wright,44,Male,High School,67573,San Marino,0.6,8027.19,1
Michael Andrews,34,Male,PhD,95920,Ukraine,0.4,8318.4,1
Dr. Brian Williams,54,Male,High School,54788,Barbados,0.7,10317.58,0
Tammy Roberts,59,Male,High School,33096,Swaziland,0.6,8192.88,0
Brooke Smith,39,Male,Master,32823,Guadeloupe,0.4,6656.46,1
Adrian Wise,37,Male,High School,71323,Italy,0.8,10852.92,0
Paul Maldonado,27,Female,Bachelor,37098,New Caledonia,0.4,5941.96,1
Jennifer Caldwell,26,Male,High School,81298,Sierra Leone,0.8,9651.92,0
Jennifer Reed,53,Male,PhD,52440,Belarus,0.4,9048.8,1
Justin Johnston,57,Male,Master,42895,Kenya,0.5,9572.375,0
Chad Wu,24,Female,PhD,46459,Sao Tome and Principe,0.8,13858.36,0
James Oliver,34,Female,Bachelor,79336,Egypt,0.3,5090.04,1
James Jones,56,Male,PhD,65975,Zambia,0.7,16309.125,0
Timothy Malone,34,Female,Bachelor,37155,Papua New Guinea,1.0,14857.75,0
Latoya Stuart,52,Female,High School,50725,Bosnia and Herzegovina,1.0,16536.25,0
Kimberly Murphy,40,Female,High School,60052,Malaysia,0.8,12002.08,0
Jesus Sanders,31,Female,Bachelor,57925,Russian Federation,1.0,15896.25,0
Eddie Clark,38,Male,Master,24581,Bouvet Island (Bouvetoya),0.7,11360.335,0
Patricia Cline,64,Male,High School,26324,Costa Rica,0.1,1331.62,1
Michael Schneider,44,Female,PhD,63465,Greenland,0.1,2317.325,1
Ian Phillips,53,Female,High School,75148,Comoros,0.5,8878.7,1
Scott Lopez,65,Male,Master,25826,Mexico,0.1,1829.13,1
Rodney May,40,Male,High School,88912,Tajikistan,0.2,2889.12,1
Kimberly Howard,54,Male,Bachelor,97603,Bahrain,1.0,19880.15,0
Andre Wagner,44,Female,High School,34195,United States Minor Outlying Islands,0.3,4112.925,1
Linda Hunter,25,Male,Bachelor,50324,Ethiopia,0.8,8412.96,0
Bradley Anderson,56,Female,PhD,46752,Grenada,0.1,2433.76,1
William Wright,51,Female,High School,49951,Poland,0.3,4949.265,1
Joanne Watson,43,Female,High School,52276,Turks and Caicos Islands,0.4,5845.52,1
Vincent Wallace,25,Male,PhD,84339,Benin,0.7,12051.865,0
Jennifer Malone,34,Male,High School,92407,British Virgin Islands,0.7,8834.245,0
Laura Wright MD,27,Female,Bachelor,26321,Ecuador,0.5,7158.025,1
Jason Haas,42,Female,PhD,98170,Bosnia and Herzegovina,0.7,17435.95,0
Sharon Valdez,39,Male,High School,59174,Eritrea,0.9,11662.83,0
Andrew Taylor,50,Male,Master,59808,Serbia,0.4,7196.16,1
Jessica Johnson,50,Female,Master,58272,Cyprus,0.7,13939.52,0
Brian Williams,38,Female,Bachelor,32512,Turkey,0.5,8312.8,1
